Credit used (%),Months since last late payment,On-time payment rate (%),Number of loans,Loans not paid off (%),Months since last credit application,CreditScore
11.0,20.0,95.0,22.0,62.0,0.0,Bad
37.0,66.0,92.0,26.0,60.0,0.0,Bad
97.0,23.0,92.0,15.0,90.0,0.0,Bad
63.0,0.0,94.0,19.0,88.0,0.0,Bad
88.0,54.0,80.0,15.0,100.0,0.0,Good
79.0,15.0,96.0,26.0,80.0,0.0,Bad
10.0,72.0,96.0,28.0,60.0,0.0,Bad
45.0,12.0,83.0,6.0,100.0,0.0,Bad
24.0,3.0,97.0,30.0,57.0,0.0,Good
66.0,16.0,50.0,10.0,57.0,0.0,Bad
31.0,10.0,96.0,31.0,55.0,0.0,Bad
3.0,65.0,95.0,23.0,40.0,0.0,Bad
31.0,13.0,75.0,17.0,50.0,0.0,Bad
7.0,14.0,90.0,31.0,45.0,0.0,Good
35.0,2.0,80.0,20.0,91.0,0.0,Good
86.0,3.0,63.0,9.0,100.0,0.0,Bad
42.0,9.0,75.0,8.0,67.0,0.0,Good
3.0,11.0,95.0,20.0,80.0,0.0,Bad
3.0,21.0,93.0,28.0,39.0,0.0,Bad
5.0,2.0,90.0,20.0,55.0,0.0,Bad
18.0,38.0,91.0,36.0,50.0,0.0,Bad
59.0,11.0,89.0,9.0,57.0,0.0,Bad
43.0,2.0,92.0,13.0,100.0,0.0,Bad
84.0,50.0,97.0,30.0,89.0,0.0,Bad
82.0,10.0,80.0,16.0,78.0,0.0,Bad
53.0,40.0,75.0,21.0,91.0,0.0,Good
30.0,5.0,96.0,29.0,82.0,0.0,Good
69.0,3.0,89.0,47.0,85.0,0.0,Bad
71.0,11.0,83.0,18.0,92.0,0.0,Bad
2.0,10.0,91.0,25.0,58.0,0.0,Good
24.0,35.0,85.0,21.0,67.0,0.0,Bad
75.0,2.0,81.0,27.0,92.0,0.0,Bad
69.0,40.0,92.0,24.0,89.0,0.0,Bad
57.0,0.0,86.0,31.0,64.0,0.0,Good
65.0,7.0,85.0,26.0,80.0,0.0,Bad
2.0,35.0,94.0,17.0,75.0,2.0,Good
45.0,77.0,92.0,12.0,70.0,3.0,Good
41.0,11.0,75.0,8.0,83.0,2.0,Good
43.0,1.0,78.0,32.0,81.0,1.0,Bad
66.0,13.0,97.0,33.0,75.0,2.0,Bad
1.0,1.0,97.0,29.0,19.0,3.0,Good
57.0,9.0,91.0,46.0,61.0,4.0,Bad
32.0,15.0,85.0,13.0,71.0,0.0,Bad
56.0,3.0,94.0,41.0,67.0,8.0,Bad
98.0,40.0,92.0,15.0,100.0,2.0,Bad
36.0,35.0,96.0,27.0,65.0,0.0,Bad
90.0,0.0,63.0,24.0,93.0,4.0,Good
33.0,9.0,90.0,23.0,50.0,3.0,Good
33.0,70.0,97.0,30.0,56.0,2.0,Bad
39.0,40.0,96.0,28.0,67.0,0.0,Good
25.0,6.0,94.0,36.0,75.0,4.0,Bad
71.0,22.0,87.0,23.0,86.0,19.0,Good
70.0,20.0,97.0,32.0,83.0,1.0,Bad
71.0,8.0,95.0,42.0,53.0,13.0,Good
11.0,1.0,96.0,45.0,35.0,0.0,Good
10.0,58.0,98.0,50.0,40.0,0.0,Good
4.0,29.0,95.0,19.0,60.0,0.0,Good
24.0,11.0,95.0,59.0,33.0,1.0,Bad
3.0,27.0,96.0,24.0,56.0,1.0,Bad
41.0,68.0,98.0,45.0,80.0,3.0,Good
13.0,32.0,95.0,68.0,47.0,0.0,Good
10.0,19.0,97.0,30.0,65.0,11.0,Good
11.0,0.0,97.0,34.0,39.0,0.0,Good
48.0,33.0,94.0,16.0,50.0,14.0,Bad
35.0,14.0,91.0,45.0,56.0,0.0,Good
64.0,13.0,45.0,11.0,71.0,0.0,Bad
88.0,41.0,93.0,27.0,93.0,0.0,Good
0.0,15.0,95.0,41.0,35.0,0.0,Good
99.0,1.0,87.0,15.0,100.0,0.0,Bad
1.0,23.0,97.0,31.0,35.0,0.0,Good
83.0,73.0,90.0,10.0,100.0,0.0,Bad
73.0,17.0,92.0,12.0,75.0,0.0,Good
7.0,1.0,94.0,36.0,53.0,0.0,Bad
36.0,7.0,86.0,35.0,59.0,0.0,Good
77.0,80.0,90.0,20.0,57.0,0.0,Bad
34.0,1.0,33.0,6.0,67.0,0.0,Bad
65.0,4.0,67.0,9.0,100.0,0.0,Bad
40.0,3.0,81.0,27.0,93.0,0.0,Bad
99.0,58.0,88.0,8.0,100.0,0.0,Good
43.0,4.0,85.0,26.0,46.0,0.0,Bad
33.0,10.0,87.0,15.0,83.0,0.0,Bad
5.0,54.0,95.0,20.0,64.0,0.0,Good
47.0,12.0,94.0,35.0,67.0,0.0,Bad
32.0,54.0,92.0,25.0,67.0,0.0,Bad
86.0,11.0,92.0,24.0,100.0,0.0,Bad
45.0,57.0,92.0,12.0,100.0,0.0,Good
78.0,37.0,79.0,20.0,100.0,0.0,Bad
51.0,8.0,83.0,18.0,82.0,0.0,Good
23.0,10.0,98.0,49.0,50.0,7.0,Bad
52.0,16.0,85.0,13.0,100.0,2.0,Bad
74.0,34.0,87.0,23.0,75.0,2.0,Bad
28.0,70.0,90.0,20.0,100.0,9.0,Good
98.0,3.0,70.0,10.0,83.0,1.0,Bad
42.0,47.0,94.0,34.0,67.0,0.0,Good
99.0,42.0,92.0,12.0,100.0,22.0,Bad
68.0,13.0,68.0,37.0,58.0,2.0,Bad
60.0,8.0,96.0,23.0,91.0,3.0,Bad
52.0,18.0,88.0,34.0,76.0,14.0,Good
45.0,28.0,82.0,34.0,73.0,1.0,Good
54.0,18.0,89.0,18.0,100.0,0.0,Bad
48.0,62.0,96.0,29.0,91.0,1.0,Bad
13.0,5.0,90.0,23.0,75.0,1.0,Good
8.0,24.0,85.0,33.0,25.0,16.0,Good
12.0,13.0,92.0,44.0,69.0,3.0,Good
55.0,22.0,93.0,40.0,100.0,0.0,Bad
49.0,83.0,94.0,33.0,80.0,0.0,Good
23.0,23.0,90.0,21.0,29.0,0.0,Bad
90.0,1.0,61.0,18.0,67.0,0.0,Bad
2.0,9.0,83.0,23.0,33.0,0.0,Bad
12.0,77.0,97.0,37.0,38.0,0.0,Bad
36.0,44.0,95.0,21.0,50.0,0.0,Good
22.0,20.0,78.0,10.0,63.0,0.0,Bad
73.0,4.0,93.0,15.0,80.0,0.0,Bad
98.0,23.0,89.0,9.0,100.0,0.0,Bad
23.0,61.0,96.0,25.0,55.0,0.0,Bad
44.0,1.0,96.0,25.0,67.0,0.0,Bad
50.0,16.0,71.0,14.0,100.0,0.0,Bad
64.0,5.0,92.0,13.0,80.0,0.0,Bad
53.0,2.0,95.0,19.0,78.0,0.0,Good
22.0,39.0,93.0,29.0,70.0,0.0,Good
28.0,59.0,79.0,28.0,78.0,0.0,Bad
86.0,6.0,97.0,29.0,93.0,0.0,Bad
100.0,7.0,55.0,22.0,85.0,0.0,Bad
33.0,14.0,97.0,30.0,75.0,0.0,Bad
88.0,53.0,94.0,18.0,100.0,0.0,Bad
44.0,2.0,85.0,39.0,90.0,0.0,Bad
92.0,55.0,93.0,15.0,100.0,0.0,Bad
80.0,52.0,93.0,16.0,100.0,0.0,Bad
77.0,68.0,97.0,39.0,75.0,0.0,Bad
22.0,20.0,94.0,17.0,82.0,0.0,Bad
75.0,4.0,94.0,34.0,86.0,0.0,Good
87.0,26.0,86.0,29.0,100.0,0.0,Bad
3.0,8.0,93.0,45.0,60.0,0.0,Bad
65.0,3.0,85.0,46.0,75.0,0.0,Bad
69.0,1.0,89.0,18.0,100.0,0.0,Good
101.0,23.0,90.0,21.0,100.0,0.0,Bad
33.0,20.0,96.0,25.0,36.0,0.0,Bad
34.0,23.0,97.0,31.0,73.0,0.0,Good
77.0,4.0,96.0,25.0,92.0,0.0,Bad
82.0,11.0,88.0,26.0,92.0,0.0,Bad
60.0,1.0,83.0,54.0,91.0,0.0,Bad
27.0,10.0,89.0,31.0,87.0,0.0,Bad
68.0,23.0,87.0,23.0,89.0,0.0,Bad
84.0,14.0,78.0,27.0,86.0,0.0,Bad
11.0,47.0,95.0,21.0,86.0,0.0,Good
33.0,5.0,50.0,15.0,86.0,0.0,Good
33.0,20.0,95.0,21.0,69.0,0.0,Bad
76.0,8.0,92.0,25.0,90.0,0.0,Bad
101.0,33.0,91.0,22.0,100.0,0.0,Bad
17.0,22.0,79.0,24.0,75.0,0.0,Good
100.0,38.0,89.0,44.0,100.0,0.0,Good
28.0,10.0,85.0,20.0,90.0,0.0,Good
60.0,9.0,87.0,53.0,85.0,0.0,Bad
27.0,34.0,87.0,39.0,88.0,0.0,Good
50.0,1.0,92.0,36.0,90.0,0.0,Bad
29.0,50.0,96.0,23.0,54.0,0.0,Bad
80.0,46.0,88.0,24.0,88.0,0.0,Bad
46.0,29.0,89.0,29.0,85.0,0.0,Good
75.0,73.0,98.0,40.0,81.0,0.0,Good
78.0,2.0,93.0,40.0,73.0,0.0,Bad
0.0,40.0,92.0,12.0,75.0,0.0,Bad
53.0,20.0,94.0,32.0,50.0,0.0,Bad
7.0,23.0,91.0,45.0,75.0,0.0,Bad
6.0,62.0,82.0,12.0,67.0,0.0,Bad
65.0,14.0,78.0,27.0,88.0,0.0,Bad
69.0,7.0,80.0,30.0,89.0,0.0,Bad
0.0,13.0,94.0,53.0,38.0,0.0,Good
53.0,1.0,95.0,43.0,81.0,0.0,Good
95.0,11.0,50.0,10.0,100.0,0.0,Bad
36.0,3.0,78.0,24.0,77.0,0.0,Good
51.0,12.0,89.0,27.0,70.0,0.0,Good
23.0,3.0,70.0,57.0,64.0,0.0,Good
16.0,13.0,89.0,20.0,63.0,0.0,Bad
47.0,38.0,81.0,27.0,64.0,0.0,Good
80.0,9.0,79.0,24.0,78.0,0.0,Bad
38.0,5.0,92.0,13.0,80.0,0.0,Good
9.0,20.0,94.0,33.0,56.0,0.0,Bad
41.0,3.0,70.0,23.0,60.0,6.0,Bad
65.0,58.0,96.0,28.0,75.0,22.0,Good
62.0,4.0,96.0,28.0,78.0,0.0,Bad
31.0,3.0,82.0,17.0,50.0,9.0,Bad
15.0,71.0,90.0,20.0,67.0,8.0,Bad
66.0,35.0,76.0,33.0,73.0,5.0,Bad
47.0,16.0,63.0,16.0,55.0,7.0,Bad
46.0,2.0,89.0,28.0,91.0,2.0,Bad
35.0,15.0,93.0,30.0,57.0,2.0,Bad
56.0,62.0,95.0,40.0,60.0,4.0,Good
25.0,41.0,91.0,23.0,78.0,2.0,Bad
9.0,27.0,94.0,16.0,75.0,0.0,Good
92.0,9.0,93.0,29.0,100.0,2.0,Bad
61.0,29.0,90.0,49.0,60.0,2.0,Bad
74.0,62.0,89.0,18.0,100.0,0.0,Bad
27.0,80.0,93.0,14.0,100.0,3.0,Good
56.0,16.0,91.0,11.0,67.0,4.0,Bad
53.0,1.0,93.0,41.0,71.0,4.0,Bad
47.0,3.0,82.0,28.0,100.0,0.0,Bad
16.0,13.0,90.0,30.0,43.0,8.0,Good
93.0,3.0,98.0,49.0,60.0,2.0,Good
42.0,13.0,97.0,60.0,39.0,1.0,Bad
64.0,35.0,82.0,11.0,100.0,7.0,Good
26.0,4.0,82.0,38.0,89.0,4.0,Good
18.0,0.0,88.0,50.0,44.0,1.0,Good
4.0,18.0,95.0,68.0,31.0,6.0,Good
34.0,69.0,95.0,37.0,75.0,3.0,Bad
63.0,33.0,98.0,46.0,67.0,2.0,Good
43.0,1.0,87.0,38.0,63.0,17.0,Bad
21.0,8.0,96.0,48.0,88.0,9.0,Good
27.0,52.0,97.0,35.0,80.0,2.0,Bad
22.0,9.0,97.0,36.0,77.0,3.0,Good
59.0,4.0,95.0,19.0,73.0,0.0,Good
16.0,3.0,83.0,64.0,56.0,3.0,Bad
14.0,48.0,98.0,43.0,48.0,0.0,Good
48.0,22.0,97.0,30.0,78.0,1.0,Good
95.0,36.0,86.0,22.0,100.0,7.0,Good
27.0,24.0,85.0,27.0,93.0,5.0,Bad
1.0,6.0,95.0,22.0,86.0,8.0,Bad
58.0,32.0,95.0,20.0,57.0,21.0,Good
92.0,43.0,92.0,13.0,100.0,3.0,Bad
41.0,18.0,89.0,19.0,82.0,3.0,Good
45.0,7.0,96.0,24.0,70.0,19.0,Good
28.0,35.0,98.0,45.0,64.0,1.0,Good
72.0,9.0,97.0,31.0,86.0,0.0,Good
1.0,23.0,92.0,40.0,50.0,19.0,Bad
62.0,1.0,80.0,25.0,73.0,22.0,Good
40.0,42.0,60.0,25.0,60.0,0.0,Good
24.0,6.0,96.0,46.0,61.0,1.0,Good
4.0,26.0,91.0,23.0,57.0,14.0,Bad
9.0,42.0,97.0,37.0,47.0,1.0,Bad
59.0,38.0,88.0,24.0,100.0,5.0,Good
6.0,7.0,92.0,13.0,63.0,5.0,Good
38.0,20.0,94.0,16.0,73.0,8.0,Good
12.0,2.0,97.0,38.0,47.0,3.0,Good
0.0,21.0,95.0,37.0,75.0,3.0,Good
33.0,38.0,75.0,12.0,100.0,4.0,Bad
2.0,3.0,83.0,29.0,44.0,4.0,Bad
33.0,33.0,89.0,28.0,83.0,1.0,Bad
2.0,43.0,89.0,27.0,63.0,0.0,Good
53.0,60.0,95.0,20.0,100.0,21.0,Bad
60.0,4.0,90.0,30.0,85.0,4.0,Good
4.0,7.0,89.0,9.0,83.0,3.0,Bad
37.0,8.0,97.0,32.0,93.0,6.0,Bad
98.0,8.0,81.0,16.0,89.0,0.0,Bad
52.0,3.0,72.0,18.0,100.0,0.0,Bad
37.0,16.0,87.0,32.0,65.0,0.0,Bad
41.0,12.0,90.0,21.0,82.0,0.0,Good
5.0,2.0,85.0,34.0,64.0,0.0,Bad
76.0,6.0,88.0,26.0,100.0,0.0,Good
56.0,11.0,78.0,23.0,75.0,0.0,Bad
8.0,11.0,64.0,17.0,83.0,0.0,Bad
51.0,1.0,92.0,48.0,92.0,0.0,Good
68.0,31.0,93.0,30.0,87.0,0.0,Bad
16.0,4.0,80.0,40.0,64.0,0.0,Bad
39.0,2.0,82.0,33.0,62.0,0.0,Bad
93.0,2.0,67.0,18.0,86.0,0.0,Good
49.0,3.0,77.0,22.0,55.0,0.0,Bad
55.0,3.0,64.0,22.0,75.0,0.0,Bad
55.0,80.0,96.0,24.0,58.0,0.0,Bad
42.0,15.0,79.0,14.0,82.0,0.0,Bad
27.0,9.0,86.0,14.0,100.0,0.0,Bad
14.0,1.0,97.0,29.0,62.0,0.0,Bad
70.0,0.0,74.0,39.0,88.0,0.0,Bad
48.0,29.0,93.0,16.0,83.0,0.0,Bad
0.0,4.0,67.0,9.0,100.0,0.0,Bad
52.0,14.0,97.0,34.0,81.0,0.0,Good
78.0,14.0,73.0,11.0,100.0,0.0,Bad
54.0,21.0,89.0,28.0,63.0,0.0,Bad
44.0,4.0,73.0,30.0,73.0,0.0,Bad
23.0,2.0,90.0,31.0,71.0,0.0,Bad
94.0,71.0,90.0,20.0,100.0,0.0,Bad
101.0,61.0,80.0,6.0,100.0,0.0,Bad
29.0,9.0,93.0,14.0,83.0,0.0,Bad
8.0,10.0,97.0,31.0,56.0,0.0,Good
37.0,10.0,88.0,26.0,83.0,0.0,Good
21.0,4.0,74.0,19.0,50.0,0.0,Bad
54.0,32.0,80.0,25.0,89.0,0.0,Bad
60.0,64.0,78.0,9.0,100.0,0.0,Bad
4.0,54.0,82.0,11.0,60.0,0.0,Good
81.0,20.0,72.0,25.0,78.0,0.0,Good
47.0,46.0,88.0,32.0,100.0,0.0,Bad
36.0,20.0,86.0,22.0,56.0,0.0,Good
69.0,6.0,86.0,14.0,43.0,0.0,Bad
82.0,25.0,91.0,45.0,100.0,0.0,Bad
93.0,5.0,80.0,20.0,90.0,0.0,Bad
9.0,17.0,97.0,33.0,46.0,0.0,Bad
81.0,0.0,77.0,13.0,100.0,0.0,Bad
76.0,0.0,75.0,24.0,100.0,0.0,Bad
8.0,54.0,92.0,25.0,33.0,0.0,Good
68.0,37.0,86.0,35.0,89.0,0.0,Bad
48.0,25.0,74.0,27.0,27.0,0.0,Bad
44.0,17.0,93.0,29.0,93.0,0.0,Bad
49.0,3.0,71.0,17.0,67.0,0.0,Bad
3.0,39.0,96.0,24.0,55.0,0.0,Good
14.0,14.0,89.0,9.0,67.0,0.0,Bad
83.0,2.0,94.0,53.0,91.0,0.0,Bad
38.0,27.0,71.0,24.0,83.0,0.0,Bad
75.0,2.0,50.0,8.0,71.0,0.0,Bad
32.0,79.0,94.0,33.0,84.0,6.0,Good
28.0,45.0,89.0,19.0,77.0,0.0,Bad
22.0,50.0,96.0,24.0,70.0,0.0,Good
40.0,0.0,91.0,23.0,64.0,5.0,Bad
76.0,1.0,69.0,16.0,90.0,6.0,Bad
56.0,26.0,91.0,46.0,67.0,3.0,Bad
57.0,0.0,95.0,20.0,89.0,0.0,Bad
0.0,10.0,73.0,11.0,67.0,7.0,Good
54.0,2.0,90.0,41.0,86.0,0.0,Good
20.0,0.0,80.0,49.0,80.0,1.0,Bad
54.0,1.0,94.0,35.0,89.0,0.0,Bad
86.0,69.0,94.0,17.0,80.0,0.0,Bad
78.0,2.0,71.0,14.0,83.0,0.0,Bad
64.0,3.0,93.0,30.0,73.0,4.0,Bad
26.0,0.0,76.0,25.0,86.0,22.0,Bad
14.0,14.0,96.0,26.0,67.0,3.0,Bad
86.0,58.0,88.0,24.0,70.0,22.0,Bad
76.0,15.0,67.0,30.0,100.0,1.0,Bad
21.0,59.0,95.0,41.0,73.0,1.0,Bad
75.0,3.0,91.0,12.0,100.0,8.0,Bad
36.0,9.0,65.0,23.0,56.0,0.0,Bad
54.0,4.0,72.0,19.0,67.0,5.0,Bad
45.0,25.0,92.0,37.0,88.0,5.0,Bad
12.0,3.0,70.0,33.0,62.0,1.0,Bad
1.0,24.0,98.0,43.0,45.0,2.0,Good
27.0,26.0,98.0,40.0,31.0,0.0,Good
34.0,0.0,91.0,23.0,80.0,0.0,Bad
0.0,6.0,91.0,34.0,85.0,0.0,Good
0.0,1.0,87.0,31.0,75.0,0.0,Bad
93.0,21.0,65.0,20.0,100.0,2.0,Good
23.0,7.0,91.0,46.0,78.0,4.0,Good
66.0,47.0,88.0,26.0,75.0,0.0,Bad
3.0,62.0,70.0,20.0,60.0,1.0,Bad
68.0,16.0,97.0,32.0,76.0,0.0,Good
27.0,28.0,89.0,27.0,67.0,9.0,Bad
10.0,26.0,96.0,26.0,50.0,4.0,Good
4.0,1.0,58.0,12.0,78.0,6.0,Good
34.0,2.0,85.0,47.0,67.0,0.0,Bad
15.0,47.0,95.0,45.0,83.0,8.0,Good
51.0,60.0,96.0,52.0,43.0,2.0,Good
45.0,40.0,98.0,45.0,75.0,2.0,Good
35.0,31.0,97.0,32.0,67.0,10.0,Good
4.0,16.0,89.0,18.0,67.0,3.0,Good
12.0,64.0,89.0,19.0,75.0,9.0,Good
53.0,10.0,98.0,71.0,64.0,4.0,Good
78.0,3.0,94.0,17.0,70.0,0.0,Bad
48.0,21.0,94.0,18.0,92.0,0.0,Bad
124.0,13.0,76.0,17.0,100.0,0.0,Bad
69.0,3.0,84.0,39.0,63.0,0.0,Bad
5.0,4.0,91.0,47.0,57.0,0.0,Good
24.0,23.0,86.0,28.0,40.0,0.0,Bad
91.0,14.0,87.0,45.0,100.0,0.0,Bad
47.0,7.0,85.0,20.0,83.0,0.0,Bad
42.0,1.0,78.0,32.0,71.0,0.0,Bad
70.0,1.0,95.0,22.0,46.0,0.0,Bad
18.0,30.0,96.0,23.0,83.0,0.0,Bad
70.0,53.0,83.0,23.0,40.0,0.0,Bad
25.0,11.0,91.0,45.0,67.0,0.0,Bad
74.0,5.0,82.0,11.0,100.0,0.0,Bad
38.0,12.0,53.0,17.0,44.0,0.0,Bad
40.0,56.0,92.0,13.0,83.0,0.0,Good
33.0,22.0,87.0,39.0,62.0,0.0,Good
5.0,29.0,96.0,24.0,58.0,0.0,Bad
9.0,2.0,97.0,31.0,50.0,0.0,Good
1.0,10.0,95.0,19.0,50.0,0.0,Good
9.0,7.0,71.0,22.0,40.0,0.0,Bad
70.0,3.0,96.0,24.0,69.0,0.0,Bad
22.0,10.0,83.0,13.0,71.0,0.0,Bad
54.0,1.0,93.0,28.0,65.0,0.0,Good
93.0,2.0,78.0,9.0,100.0,0.0,Bad
9.0,1.0,75.0,28.0,44.0,0.0,Bad
66.0,12.0,86.0,7.0,80.0,0.0,Bad
6.0,4.0,86.0,14.0,29.0,0.0,Bad
13.0,1.0,62.0,13.0,60.0,0.0,Good
66.0,1.0,94.0,18.0,71.0,0.0,Bad
49.0,9.0,89.0,19.0,71.0,0.0,Bad
0.0,7.0,88.0,8.0,40.0,0.0,Bad
3.0,45.0,86.0,29.0,36.0,0.0,Good
1.0,11.0,97.0,32.0,26.0,0.0,Bad
83.0,19.0,91.0,45.0,89.0,0.0,Bad
98.0,0.0,83.0,12.0,100.0,0.0,Bad
49.0,59.0,98.0,46.0,45.0,0.0,Bad
79.0,15.0,89.0,18.0,88.0,0.0,Bad
61.0,48.0,88.0,16.0,33.0,0.0,Bad
64.0,4.0,50.0,14.0,80.0,0.0,Bad
48.0,17.0,75.0,20.0,91.0,0.0,Good
21.0,3.0,92.0,37.0,55.0,0.0,Bad
16.0,4.0,84.0,39.0,52.0,0.0,Bad
68.0,10.0,71.0,24.0,81.0,0.0,Bad
2.0,34.0,95.0,43.0,17.0,0.0,Bad
43.0,69.0,96.0,26.0,70.0,0.0,Bad
52.0,38.0,80.0,10.0,75.0,0.0,Bad
30.0,26.0,93.0,27.0,78.0,0.0,Bad
33.0,6.0,93.0,46.0,60.0,0.0,Bad
51.0,11.0,75.0,8.0,80.0,0.0,Bad
45.0,0.0,63.0,19.0,100.0,0.0,Bad
64.0,13.0,84.0,44.0,100.0,0.0,Bad
13.0,42.0,95.0,20.0,64.0,0.0,Good
15.0,2.0,91.0,23.0,69.0,0.0,Good
81.0,31.0,91.0,22.0,71.0,0.0,Bad
65.0,16.0,80.0,25.0,71.0,0.0,Bad
21.0,2.0,50.0,12.0,60.0,0.0,Good
8.0,5.0,69.0,13.0,67.0,0.0,Bad
112.0,6.0,83.0,18.0,89.0,0.0,Bad
49.0,14.0,95.0,21.0,75.0,0.0,Bad
98.0,6.0,78.0,23.0,93.0,0.0,Good
37.0,4.0,91.0,33.0,58.0,0.0,Bad
20.0,30.0,93.0,30.0,56.0,0.0,Good
58.0,0.0,89.0,44.0,72.0,0.0,Good
72.0,28.0,62.0,45.0,76.0,0.0,Good
75.0,21.0,97.0,32.0,87.0,0.0,Bad
50.0,75.0,96.0,24.0,70.0,0.0,Good
61.0,22.0,50.0,10.0,86.0,0.0,Good
23.0,18.0,79.0,14.0,100.0,0.0,Bad
38.0,2.0,31.0,17.0,75.0,0.0,Bad
55.0,3.0,75.0,20.0,80.0,0.0,Bad
7.0,33.0,95.0,37.0,73.0,0.0,Good
64.0,3.0,78.0,23.0,83.0,0.0,Bad
95.0,9.0,85.0,13.0,100.0,0.0,Bad
107.0,6.0,90.0,21.0,60.0,0.0,Bad
6.0,11.0,69.0,16.0,70.0,5.0,Bad
117.0,6.0,90.0,10.0,75.0,2.0,Good
3.0,5.0,88.0,24.0,50.0,4.0,Bad
53.0,7.0,85.0,20.0,89.0,7.0,Bad
33.0,3.0,92.0,26.0,50.0,10.0,Bad
36.0,4.0,91.0,34.0,55.0,21.0,Good
58.0,8.0,93.0,15.0,71.0,14.0,Good
52.0,16.0,67.0,15.0,78.0,3.0,Good
25.0,12.0,97.0,79.0,66.0,2.0,Good
68.0,12.0,80.0,26.0,50.0,4.0,Good
43.0,6.0,83.0,30.0,94.0,3.0,Good
93.0,13.0,73.0,15.0,100.0,14.0,Bad
24.0,2.0,79.0,33.0,46.0,11.0,Good
1.0,70.0,95.0,22.0,50.0,3.0,Good
52.0,2.0,77.0,13.0,100.0,1.0,Bad
28.0,23.0,97.0,33.0,61.0,1.0,Good
44.0,27.0,86.0,36.0,93.0,15.0,Good
68.0,14.0,52.0,24.0,78.0,8.0,Bad
2.0,14.0,94.0,33.0,40.0,1.0,Good
34.0,39.0,96.0,26.0,82.0,1.0,Bad
25.0,59.0,78.0,9.0,86.0,0.0,Good
51.0,18.0,89.0,20.0,67.0,0.0,Bad
38.0,37.0,98.0,41.0,47.0,2.0,Good
66.0,31.0,96.0,23.0,86.0,6.0,Bad
0.0,9.0,87.0,15.0,75.0,0.0,Bad
10.0,3.0,97.0,36.0,60.0,0.0,Good
13.0,7.0,94.0,18.0,71.0,10.0,Good
84.0,44.0,87.0,23.0,89.0,6.0,Bad
85.0,2.0,73.0,11.0,100.0,0.0,Bad
73.0,34.0,78.0,18.0,100.0,0.0,Bad
30.0,4.0,89.0,37.0,100.0,0.0,Bad
10.0,19.0,85.0,20.0,64.0,5.0,Bad
13.0,2.0,62.0,13.0,83.0,4.0,Bad
12.0,11.0,82.0,11.0,71.0,0.0,Good
25.0,23.0,92.0,25.0,50.0,0.0,Good
46.0,2.0,88.0,16.0,100.0,0.0,Bad
25.0,40.0,90.0,31.0,61.0,2.0,Bad
36.0,24.0,97.0,29.0,71.0,0.0,Good
7.0,1.0,96.0,26.0,43.0,4.0,Good
97.0,10.0,80.0,16.0,100.0,7.0,Bad
20.0,41.0,88.0,24.0,100.0,0.0,Good
36.0,23.0,85.0,13.0,100.0,0.0,Bad
58.0,10.0,92.0,24.0,82.0,0.0,Bad
4.0,11.0,70.0,20.0,70.0,0.0,Bad
61.0,34.0,90.0,30.0,72.0,0.0,Bad
18.0,19.0,94.0,16.0,75.0,0.0,Bad
8.0,22.0,86.0,22.0,55.0,0.0,Good
14.0,67.0,98.0,43.0,50.0,5.0,Good
13.0,51.0,96.0,24.0,67.0,22.0,Good
43.0,39.0,81.0,16.0,100.0,1.0,Good
35.0,4.0,86.0,42.0,40.0,10.0,Good
7.0,9.0,86.0,7.0,100.0,21.0,Good
66.0,0.0,91.0,36.0,100.0,3.0,Bad
18.0,2.0,75.0,24.0,71.0,4.0,Good
6.0,13.0,90.0,30.0,61.0,11.0,Good
27.0,66.0,93.0,15.0,100.0,4.0,Good
73.0,14.0,70.0,10.0,86.0,12.0,Bad
11.0,3.0,96.0,52.0,55.0,4.0,Good
4.0,5.0,93.0,17.0,63.0,0.0,Good
47.0,72.0,98.0,46.0,67.0,1.0,Bad
88.0,24.0,96.0,23.0,82.0,0.0,Bad
25.0,10.0,90.0,40.0,73.0,3.0,Good
44.0,36.0,96.0,27.0,75.0,9.0,Good
1.0,7.0,96.0,27.0,60.0,0.0,Good
90.0,15.0,89.0,9.0,100.0,6.0,Good
6.0,7.0,83.0,30.0,33.0,2.0,Good
2.0,50.0,96.0,25.0,71.0,4.0,Good
1.0,28.0,97.0,61.0,32.0,2.0,Good
33.0,69.0,95.0,42.0,80.0,4.0,Good
93.0,2.0,89.0,18.0,100.0,4.0,Good
86.0,28.0,92.0,12.0,80.0,1.0,Bad
